49.965,50.164,51.019,50.056,52.444,49.792,50.341,50.07,49.868,50,50,49.716,49.721,50.466,1
49.968,50.17,51.067,50.06,48.312,49.793,50.357,50.074,49.869,50,50,49.717,49.722,50.487,1
49.97,50.176,51.115,50.063,46.992,49.793,50.373,50.078,49.87,50,50,49.717,49.722,50.508,1
49.973,50.183,51.162,50.066,46.217,49.794,50.39,50.082,49.871,50,50,49.718,49.723,50.53,1
49.976,50.19,51.209,50.07,54.723,49.794,50.406,50.086,49.871,50,50,49.718,49.723,50.551,1
49.979,50.197,51.254,50.073,53.407,49.795,50.422,50.09,49.872,50,50,49.719,49.724,50.572,1
49.982,50.204,51.299,50.077,53.928,49.795,50.438,50.094,49.873,50,50,49.72,49.725,50.592,1
49.986,50.212,51.344,50.081,50.353,49.796,50.454,50.099,49.874,50,50,49.72,49.725,50.613,1
49.989,50.22,51.387,50.085,46.721,49.796,50.47,50.104,49.875,50,50,49.721,49.726,50.634,1
49.992,50.228,51.43,50.089,47.543,49.797,50.486,50.108,49.876,50,50,49.721,49.726,50.654,1
49.996,50.237,51.473,50.094,48.503,49.797,50.502,50.113,49.877,50,50,49.722,49.727,50.675,1
50,50.245,51.514,50.098,46.853,49.798,50.518,50.119,49.878,50,50,49.722,49.728,50.695,1
50.003,50.254,51.556,50.102,54.623,49.798,50.534,50.124,49.879,50,50,49.723,49.728,50.715,1
50.007,50.264,51.596,50.107,47.692,49.799,50.549,50.129,49.88,50,50,49.724,49.729,50.735,1
50.011,50.273,51.636,50.112,52.317,49.8,50.565,50.135,49.881,50,50,49.724,49.729,50.755,1
50.015,50.283,51.675,50.117,51.463,49.8,50.58,50.14,49.882,50,50,49.725,49.73,50.775,1
50.019,50.292,51.714,50.122,48.12,49.801,50.596,50.146,49.883,50,50,49.725,49.731,50.795,1
50.023,50.302,51.752,50.127,53.834,49.801,50.611,50.152,49.884,50,50,49.726,49.731,50.814,1
50.028,50.312,51.789,50.132,52.415,49.802,50.627,50.158,49.885,50,50,49.727,49.732,50.834,1
