50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50,50,50,50,50,50,50,50,50,50,50,50,0
50,50,50.016,50,50.01,50,50.005,50,50,50,50,50,50,50.006,0
50,50,50.032,50,50.02,50,50.009,50,50,50,50,50,50,50.012,0
50,50,50.048,50,50.03,50,50.014,50,50,50,50,50,50,50.018,0
50,50.001,50.064,50,50.04,50,50.018,50.001,50,50,50,50,50,50.024,0
50,50.001,50.079,50,50.05,50,50.023,50.001,50,50,50,50,50,50.031,0
50.001,50.002,50.095,50.001,50.06,50,50.027,50.001,50,50,50,50,50,50.037,0
50.001,50.003,50.11,50.001,50.069,50,50.032,50.001,50,50,50,50,50,50.042,0
50.001,50.003,50.124,50.001,50.079,50,50.036,50.002,50,50,50,50,50,50.048,0
50.002,50.004,50.139,50.002,50.088,50,50.041,50.002,50,50,50,50,50,50.054,0
50.002,50.005,50.153,50.002,50.098,50,50.045,50.003,50,50,50,50,50,50.06,0
50.002,50.006,50.167,50.003,50.107,50,50.049,50.003,50,50,50,50,50,50.066,0
50.003,50.008,50.181,50.003,50.116,50,50.054,50.004,50,50,50,50,50,50.072,0
50.003,50.009,50.195,50.004,50.125,50,50.058,50.005,50,50,50,50,50,50.078,0
50.004,50.01,50.208,50.004,50.134,50,50.062,50.005,50,50,50,50,50,50.083,0
50.004,50.012,50.221,50.005,50.143,50,50.067,50.006,50,50,50,50,49.999,50.089,0
50.005,50.013,50.234,50.006,50.152,50,50.071,50.007,50,50,50,50,49.999,50.095,0
50.005,50.015,50.247,50.006,50.161,50,50.075,50.008,50,50,50,50,49.999,50.1,0
50.006,50.016,50.26,50.007,50.17,50,50.08,50.009,50,50,50,50,49.999,50.106,0
50.006,50.018,50.272,50.008,50.178,50,50.084,50.01,50,50,50,50,49.999,50.111,0
50.007,50.02,50.285,50.009,50.187,50,50.088,50.011,50,50,50,50,49.999,50.117,0
